# k1/kF k2/kF k3/kF P(k1) P(k2)       P(k3)       B0+BSN        BSN    N_tr    B2      B4
# 
42 28 20 2.54030800e+01 4.90490913e+01 7.83916702e+01 2.28836816e+04 8.80122949e+03 1.48717920e+07 4.34455322e+03 4.51807892e+02
42 28 22 2.54030800e+01 4.90490913e+01 7.16902695e+01 2.10270703e+04 8.50247852e+03 1.61848310e+07 6.76830957e+03 2.24030811e+03
42 28 24 2.54030800e+01 4.90490913e+01 6.20309181e+01 1.89905254e+04 8.07186182e+03 1.76510880e+07 5.70083887e+03 1.55737280e+03
42 28 26 2.54030800e+01 4.90490913e+01 5.08500633e+01 1.78185391e+04 7.57341602e+03 1.93553760e+07 3.56451172e+03 1.09475989e+03
42 28 28 2.54030800e+01 4.90490913e+01 4.90490913e+01 1.76254512e+04 7.49312793e+03 2.05762320e+07 2.41624414e+03 -5.90814270e+02
42 30 12 2.54030800e+01 4.34838142e+01 1.56465820e+02 3.44451016e+04 1.20336973e+04 4.63538600e+06 2.01568047e+04 8.83877930e+03
42 30 14 2.54030800e+01 4.34838142e+01 1.31471008e+02 3.10793066e+04 1.09194209e+04 1.08340380e+07 1.74701719e+04 4.95248975e+03
42 30 16 2.54030800e+01 4.34838142e+01 1.04202759e+02 2.57654355e+04 9.70379395e+03 1.26264240e+07 7.61079590e+03 6.79042297e+02
42 30 18 2.54030800e+01 4.34838142e+01 8.87933197e+01 2.36064473e+04 9.01683594e+03 1.43740070e+07 4.90079883e+03 7.98502625e+02
42 30 20 2.54030800e+01 4.34838142e+01 7.83916702e+01 2.12664414e+04 8.55312793e+03 1.59677990e+07 5.11621289e+03 4.08706512e+02
42 30 22 2.54030800e+01 4.34838142e+01 7.16902695e+01 1.97881250e+04 8.25437695e+03 1.73926080e+07 3.26189404e+03 -3.95497925e+02
42 30 24 2.54030800e+01 4.34838142e+01 6.20309181e+01 1.85997988e+04 7.82376025e+03 1.89677280e+07 4.26123389e+03 -1.03331787e+03
42 30 26 2.54030800e+01 4.34838142e+01 5.08500633e+01 1.63835586e+04 7.32531445e+03 2.07905520e+07 4.07825342e+03 4.30851746e+02
42 30 28 2.54030800e+01 4.34838142e+01 4.90490913e+01 1.74459629e+04 7.24502637e+03 2.21111520e+07 3.91908911e+03 3.01801819e+02
42 30 30 2.54030800e+01 4.34838142e+01 4.34838142e+01 1.62987295e+04 6.99692480e+03 2.37542880e+07 2.07698560e+03 2.95308777e+02
42 32 10 2.54030800e+01 3.97891655e+01 1.90377258e+02 3.90360117e+04 1.33807705e+04 4.20787400e+06 1.56724951e+04 -1.94403918e+03
42 32 12 2.54030800e+01 3.97891655e+01 1.56465820e+02 3.24541406e+04 1.18689883e+04 9.98387400e+06 1.32549570e+04 3.74322607e+03
42 32 14 2.54030800e+01 3.97891655e+01 1.31471008e+02 2.87303184e+04 1.07547119e+04 1.19459280e+07 1.01642158e+04 2.50150732e+03
42 32 16 2.54030800e+01 3.97891655e+01 1.04202759e+02 2.49116367e+04 9.53908496e+03 1.36038960e+07 6.41288477e+03 -2.58163867e+03
42 32 18 2.54030800e+01 3.97891655e+01 8.87933197e+01 2.15179766e+04 8.85212793e+03 1.54791600e+07 3.21615747e+03 -3.18262280e+03
42 32 20 2.54030800e+01 3.97891655e+01 7.83916702e+01 2.01638047e+04 8.38841895e+03 1.72005840e+07 3.21056128e+03 -2.48406982e+03
42 32 22 2.54030800e+01 3.97891655e+01 7.16902695e+01 1.91391504e+04 8.08966846e+03 1.87284240e+07 4.08262476e+03 2.22621997e+03
42 32 24 2.54030800e+01 3.97891655e+01 6.20309181e+01 1.83562285e+04 7.65905176e+03 2.04310800e+07 2.58867725e+03 1.37662018e+02
42 32 26 2.54030800e+01 3.97891655e+01 5.08500633e+01 1.58231348e+04 7.16060547e+03 2.23869360e+07 3.60181860e+03 -2.00716003e+02
42 32 28 2.54030800e+01 3.97891655e+01 4.90490913e+01 1.59302061e+04 7.08031787e+03 2.38130140e+07 2.85288550e+03 3.94715546e+02
42 32 30 2.54030800e+01 3.97891655e+01 4.34838142e+01 1.52898057e+04 6.83221582e+03 2.55821740e+07 2.21109863e+02 1.78621384e+02
42 32 32 2.54030800e+01 3.97891655e+01 3.97891655e+01 1.57857852e+04 6.66750732e+03 2.75476560e+07 2.15191016e+03 3.59251434e+02
42 34 8 2.54030800e+01 3.51401558e+01 2.20283844e+02 4.14894688e+04 1.45067617e+04 3.51433825e+06 1.41047832e+04 6.80150977e+03
42 34 10 2.54030800e+01 3.51401558e+01 1.90377258e+02 3.64060156e+04 1.31735166e+04 8.93287800e+06 1.31174658e+04 2.26268823e+03
42 34 12 2.54030800e+01 3.51401558e+01 1.56465820e+02 3.04483496e+04 1.16617344e+04 1.08333840e+07 8.07950000e+03 2.17164380e+03
42 34 14 2.54030800e+01 3.51401558e+01 1.31471008e+02 2.78967266e+04 1.05474580e+04 1.26589680e+07 6.28251611e+03 9.21679688e+02
42 34 16 2.54030800e+01 3.51401558e+01 1.04202759e+02 2.21391758e+04 9.33183105e+03 1.44215030e+07 5.62222754e+03 -2.96410889e+02
42 34 18 2.54030800e+01 3.51401558e+01 8.87933197e+01 2.09761621e+04 8.64487402e+03 1.63926490e+07 2.51116748e+03 -2.65185693e+03
42 34 20 2.54030800e+01 3.51401558e+01 7.83916702e+01 1.91263320e+04 8.18116504e+03 1.82315520e+07 4.00130396e+03 -8.51031494e+02
42 34 22 2.54030800e+01 3.51401558e+01 7.16902695e+01 1.81610234e+04 7.88241406e+03 1.98402480e+07 2.99784888e+03 1.28046765e+03
42 34 24 2.54030800e+01 3.51401558e+01 6.20309181e+01 1.70799453e+04 7.45179736e+03 2.16479520e+07 3.15929248e+03 -4.85697906e+02
42 34 26 2.54030800e+01 3.51401558e+01 5.08500633e+01 1.54240469e+04 6.95335156e+03 2.37276480e+07 1.62691626e+03 -6.71900574e+02
42 34 28 2.54030800e+01 3.51401558e+01 4.90490913e+01 1.52667383e+04 6.87306348e+03 2.52353780e+07 3.05786841e+03 -1.38915552e+03
42 34 30 2.54030800e+01 3.51401558e+01 4.34838142e+01 1.42505576e+04 6.62496191e+03 2.71084060e+07 1.14722205e+03 2.70872903e+00
42 34 32 2.54030800e+01 3.51401558e+01 3.97891655e+01 1.46500859e+04 6.46025293e+03 2.92006320e+07 1.93102588e+03 -3.61893311e+02
42 34 34 2.54030800e+01 3.51401558e+01 3.51401558e+01 1.38669561e+04 6.25299902e+03 3.09331220e+07 1.04449109e+03 1.26677885e+01
42 36 6 2.54030800e+01 3.17435570e+01 3.13019745e+02 5.51127539e+04 1.84895352e+04 2.71101800e+06 3.13115039e+04 9.74525940e+02
42 36 8 2.54030800e+01 3.17435570e+01 2.20283844e+02 3.93408555e+04 1.43553398e+04 7.49661000e+06 1.74733379e+04 5.49767236e+03
42 36 10 2.54030800e+01 3.17435570e+01 1.90377258e+02 3.40698477e+04 1.30220947e+04 9.65354400e+06 1.20463984e+04 7.83716736e+02
42 36 12 2.54030800e+01 3.17435570e+01 1.56465820e+02 2.92170508e+04 1.15103125e+04 1.14298080e+07 4.10819580e+03 -1.37304700e+03
42 36 14 2.54030800e+01 3.17435570e+01 1.31471008e+02 2.48742188e+04 1.03960361e+04 1.33687200e+07 4.05515356e+03 1.59528778e+02
42 36 16 2.54030800e+01 3.17435570e+01 1.04202759e+02 2.17827734e+04 9.18040918e+03 1.52090150e+07 2.52514575e+03 1.27194238e+03
42 36 18 2.54030800e+01 3.17435570e+01 8.87933197e+01 1.99054375e+04 8.49345215e+03 1.73028720e+07 2.45514258e+03 7.80285706e+02
42 36 20 2.54030800e+01 3.17435570e+01 7.83916702e+01 1.81578848e+04 8.02974316e+03 1.92362160e+07 2.74924097e+03 -3.07172241e+02
42 36 22 2.54030800e+01 3.17435570e+01 7.16902695e+01 1.77267598e+04 7.73099268e+03 2.09387040e+07 1.93326514e+03 4.85428352e+01
42 36 24 2.54030800e+01 3.17435570e+01 6.20309181e+01 1.65619199e+04 7.30037598e+03 2.28369840e+07 4.47080957e+03 4.98954193e+02
42 36 26 2.54030800e+01 3.17435570e+01 5.08500633e+01 1.51155547e+04 6.80192969e+03 2.50347600e+07 2.08183765e+03 5.45797974e+02
42 36 28 2.54030800e+01 3.17435570e+01 4.90490913e+01 1.49886611e+04 6.72164209e+03 2.66200800e+07 6.86839294e+02 1.45645337e+03
42 36 30 2.54030800e+01 3.17435570e+01 4.34838142e+01 1.39105059e+04 6.47354053e+03 2.86047580e+07 1.27142017e+03 1.31391235e+03
42 36 32 2.54030800e+01 3.17435570e+01 3.97891655e+01 1.34252822e+04 6.30883154e+03 3.08051760e+07 1.43583252e+03 2.43171722e+02
42 36 34 2.54030800e+01 3.17435570e+01 3.51401558e+01 1.30905020e+04 6.10157764e+03 3.26395440e+07 1.38359875e+03 -3.81593292e+02
42 36 36 2.54030800e+01 3.17435570e+01 3.17435570e+01 1.28848916e+04 5.95015576e+03 3.44523840e+07 1.14928198e+03 -1.93700073e+02
42 38 4 2.54030800e+01 3.00066967e+01 3.98782349e+02 5.82242852e+04 2.22354297e+04 1.91787812e+06 1.13653721e+04 9.97105469e+02
42 38 6 2.54030800e+01 3.00066967e+01 3.13019745e+02 5.16894141e+04 1.84121055e+04 5.79675000e+06 1.58875791e+04 -1.64787598e+03
42 38 8 2.54030800e+01 3.00066967e+01 2.20283844e+02 3.68759688e+04 1.42779102e+04 8.08824050e+06 8.77829688e+03 1.37826584e+02
42 38 10 2.54030800e+01 3.00066967e+01 1.90377258e+02 3.26711367e+04 1.29446650e+04 1.01656080e+07 5.45357959e+03 -1.21067284e+02
42 38 12 2.54030800e+01 3.00066967e+01 1.56465820e+02 2.84198516e+04 1.14328828e+04 1.20272630e+07 4.56596387e+03 3.30021240e+02
42 38 14 2.54030800e+01 3.00066967e+01 1.31471008e+02 2.37050078e+04 1.03186064e+04 1.40608800e+07 3.23828687e+03 -3.26955371e+03
42 38 16 2.54030800e+01 3.00066967e+01 1.04202759e+02 2.18514316e+04 9.10297949e+03 1.60120320e+07 2.51668164e+03 -6.48730164e+02
42 38 18 2.54030800e+01 3.00066967e+01 8.87933197e+01 1.96039004e+04 8.41602246e+03 1.82088960e+07 5.21531201e+03 -3.61957611e+02
42 38 20 2.54030800e+01 3.00066967e+01 7.83916702e+01 1.80083711e+04 7.95231348e+03 2.02395120e+07 1.56896472e+03 -1.21407996e+03
42 38 22 2.54030800e+01 3.00066967e+01 7.16902695e+01 1.76119727e+04 7.65356299e+03 2.20436400e+07 3.07248047e+03 -7.74791016e+02
42 38 24 2.54030800e+01 3.00066967e+01 6.20309181e+01 1.67213105e+04 7.22294629e+03 2.40354720e+07 2.85758911e+03 -2.68539978e+02
42 38 26 2.54030800e+01 3.00066967e+01 5.08500633e+01 1.52167598e+04 6.72450000e+03 2.63525300e+07 1.40615942e+03 6.33921448e+02
42 38 28 2.54030800e+01 3.00066967e+01 4.90490913e+01 1.48721475e+04 6.64421240e+03 2.80162320e+07 1.47346143e+03 -1.21156445e+03
42 38 30 2.54030800e+01 3.00066967e+01 4.34838142e+01 1.37834717e+04 6.39611035e+03 3.01116000e+07 1.31260461e+03 1.29350311e+02
42 38 32 2.54030800e+01 3.00066967e+01 3.97891655e+01 1.38670771e+04 6.23140186e+03 3.24219840e+07 6.53219421e+02 7.67824463e+02
42 38 34 2.54030800e+01 3.00066967e+01 3.51401558e+01 1.27650410e+04 6.02414795e+03 3.43646160e+07 9.09312622e+02 -1.99034576e+02
42 38 36 2.54030800e+01 3.00066967e+01 3.17435570e+01 1.27251982e+04 5.87272607e+03 3.62458560e+07 1.49434363e+03 -6.84291260e+02
42 38 38 2.54030800e+01 3.00066967e+01 3.00066967e+01 1.21655977e+04 5.79529639e+03 3.81556560e+07 1.35511914e+03 -3.40617065e+02
42 40 2 2.54030800e+01 2.68786259e+01 6.35353516e+02 9.00075156e+04 3.26423926e+04 9.38948062e+05 2.88125508e+04 1.63155615e+04
42 40 4 2.54030800e+01 2.68786259e+01 3.98782349e+02 5.91225312e+04 2.20959785e+04 4.08975000e+06 1.94411211e+04 6.12983337e+02
42 40 6 2.54030800e+01 2.68786259e+01 3.13019745e+02 4.72168086e+04 1.82726562e+04 6.25123200e+06 6.61086816e+03 -4.16370166e+03
42 40 8 2.54030800e+01 2.68786259e+01 2.20283844e+02 3.46531055e+04 1.41384600e+04 8.51412000e+06 3.43541772e+03 -3.01524121e+03
42 40 10 2.54030800e+01 2.68786259e+01 1.90377258e+02 3.14946621e+04 1.28052148e+04 1.06913760e+07 5.51577979e+03 -3.78689062e+03
42 40 12 2.54030800e+01 2.68786259e+01 1.56465820e+02 2.66344219e+04 1.12934326e+04 1.26597360e+07 1.40847034e+03 1.85454834e+03
42 40 14 2.54030800e+01 2.68786259e+01 1.31471008e+02 2.28914004e+04 1.01791562e+04 1.48000560e+07 3.18833276e+03 1.68946155e+03
42 40 16 2.54030800e+01 2.68786259e+01 1.04202759e+02 1.98917969e+04 8.96352930e+03 1.68414960e+07 1.46338342e+03 4.18462341e+02
42 40 18 2.54030800e+01 2.68786259e+01 8.87933197e+01 1.87860430e+04 8.27657227e+03 1.91672880e+07 1.39974219e+03 3.52026733e+02
42 40 20 2.54030800e+01 2.68786259e+01 7.83916702e+01 1.73472812e+04 7.81286328e+03 2.13020400e+07 1.15633533e+03 -2.45870508e+03
42 40 22 2.54030800e+01 2.68786259e+01 7.16902695e+01 1.64390176e+04 7.51411279e+03 2.31884640e+07 4.61400330e+02 -1.50096814e+03
42 40 24 2.54030800e+01 2.68786259e+01 6.20309181e+01 1.59391689e+04 7.08349561e+03 2.52926400e+07 2.91757861e+03 1.91407349e+02
42 40 26 2.54030800e+01 2.68786259e+01 5.08500633e+01 1.40274189e+04 6.58504980e+03 2.77244640e+07 5.31803284e+02 -1.60786026e+02
42 40 28 2.54030800e+01 2.68786259e+01 4.90490913e+01 1.43882969e+04 6.50476221e+03 2.94957840e+07 1.43771741e+03 1.63045105e+02
42 40 30 2.54030800e+01 2.68786259e+01 4.34838142e+01 1.29418242e+04 6.25666016e+03 3.16741920e+07 1.15534741e+03 5.36881027e+01
42 40 32 2.54030800e+01 2.68786259e+01 3.97891655e+01 1.34637881e+04 6.09195166e+03 3.41150640e+07 8.30235413e+02 6.33441711e+02
42 40 34 2.54030800e+01 2.68786259e+01 3.51401558e+01 1.25718438e+04 5.88469727e+03 3.61518480e+07 1.38222559e+03 1.43832535e+02
42 40 36 2.54030800e+01 2.68786259e+01 3.17435570e+01 1.22983643e+04 5.73327588e+03 3.81460560e+07 1.64245618e+03 -1.26529739e+02
42 40 38 2.54030800e+01 2.68786259e+01 3.00066967e+01 1.19687529e+04 5.65584619e+03 4.01562240e+07 4.01115417e+02 1.16729480e+03
42 40 40 2.54030800e+01 2.68786259e+01 2.68786259e+01 1.18261367e+04 5.51639600e+03 4.22283840e+07 9.62004456e+02 1.60432178e+03
42 42 2 2.54030800e+01 2.54030800e+01 6.35353516e+02 8.77475547e+04 3.25766113e+04 1.78329600e+06 1.30344785e+04 -1.64948340e+03
42 42 4 2.54030800e+01 2.54030800e+01 3.98782349e+02 5.67558555e+04 2.20301973e+04 4.43056800e+06 6.99851562e+03 2.15002881e+03
42 42 6 2.54030800e+01 2.54030800e+01 3.13019745e+02 4.60887383e+04 1.82068750e+04 6.59769600e+06 -1.66858423e+03 2.95015210e+03
42 42 8 2.54030800e+01 2.54030800e+01 2.20283844e+02 3.11607383e+04 1.40726797e+04 8.98437600e+06 2.33621582e+03 -6.73701709e+03
42 42 10 2.54030800e+01 2.54030800e+01 1.90377258e+02 2.84639102e+04 1.27394346e+04 1.12816080e+07 6.90471680e+03 -1.26544885e+03
42 42 12 2.54030800e+01 2.54030800e+01 1.56465820e+02 2.75869922e+04 1.12276523e+04 1.33594330e+07 1.88243018e+03 4.35616992e+03
42 42 14 2.54030800e+01 2.54030800e+01 1.31471008e+02 2.34355996e+04 1.01133760e+04 1.56108000e+07 1.30596509e+03 -1.13123816e+03
42 42 16 2.54030800e+01 2.54030800e+01 1.04202759e+02 2.03955566e+04 8.89774902e+03 1.77801120e+07 2.84787231e+03 1.04840564e+03
42 42 18 2.54030800e+01 2.54030800e+01 8.87933197e+01 1.88959297e+04 8.21079199e+03 2.02285440e+07 2.68026611e+03 2.60754608e+02
42 42 20 2.54030800e+01 2.54030800e+01 7.83916702e+01 1.74392949e+04 7.74708301e+03 2.24777760e+07 1.93996240e+03 -1.69868958e+03
42 42 22 2.54030800e+01 2.54030800e+01 7.16902695e+01 1.65322734e+04 7.44833252e+03 2.44725840e+07 2.18637817e+03 -1.70787390e+03
42 42 24 2.54030800e+01 2.54030800e+01 6.20309181e+01 1.58948135e+04 7.01771533e+03 2.67014640e+07 3.13914526e+03 -8.72521851e+02
42 42 26 2.54030800e+01 2.54030800e+01 5.08500633e+01 1.44771250e+04 6.51926953e+03 2.92617120e+07 2.36219946e+03 5.29833557e+02
42 42 28 2.54030800e+01 2.54030800e+01 4.90490913e+01 1.42141680e+04 6.43898145e+03 3.11130240e+07 1.13123584e+03 -3.56518677e+02
42 42 30 2.54030800e+01 2.54030800e+01 4.34838142e+01 1.37490244e+04 6.19087988e+03 3.34341120e+07 1.18803296e+03 -1.18755592e+02
42 42 32 2.54030800e+01 2.54030800e+01 3.97891655e+01 1.26956758e+04 6.02617139e+03 3.60088800e+07 5.70738159e+02 2.80201141e+02
42 42 34 2.54030800e+01 2.54030800e+01 3.51401558e+01 1.24208662e+04 5.81891699e+03 3.81475680e+07 1.30107935e+03 -6.39132385e+02
42 42 36 2.54030800e+01 2.54030800e+01 3.17435570e+01 1.23748691e+04 5.66749561e+03 4.02619200e+07 8.50040100e+02 -3.28642487e+02
42 42 38 2.54030800e+01 2.54030800e+01 3.00066967e+01 1.22650664e+04 5.59006592e+03 4.23561360e+07 1.27120715e+03 -7.15191895e+02
42 42 40 2.54030800e+01 2.54030800e+01 2.68786259e+01 1.09239912e+04 5.45061523e+03 4.45955040e+07 1.21950366e+03 3.06047974e+02
42 42 42 2.54030800e+01 2.54030800e+01 2.54030800e+01 1.13654639e+04 5.38483496e+03 4.70504640e+07 1.14788513e+03 3.52065887e+02
44 22 22 2.31366482e+01 7.16902695e+01 7.16902695e+01 2.60000078e+04 9.41079102e+03 6.59322650e+06 8.28348828e+03 -2.89156250e+03
44 24 20 2.31366482e+01 6.20309181e+01 7.83916702e+01 2.65877598e+04 9.27892480e+03 6.55549400e+06 1.29519531e+04 -1.48212219e+03
44 24 22 2.31366482e+01 6.20309181e+01 7.16902695e+01 2.51971738e+04 8.98017480e+03 1.42534860e+07 1.08375850e+04 1.62089868e+03
44 24 24 2.31366482e+01 6.20309181e+01 6.20309181e+01 2.20005605e+04 8.54955762e+03 1.59229440e+07 7.43124365e+03 -1.29981189e+03
44 26 18 2.31366482e+01 5.08500633e+01 8.87933197e+01 2.49170352e+04 9.24418750e+03 6.41989450e+06 1.03128633e+04 4.09982373e+03
44 26 20 2.31366482e+01 5.08500633e+01 7.83916702e+01 2.40076152e+04 8.78047949e+03 1.43407270e+07 8.82766895e+03 -1.37804688e+03
44 26 22 2.31366482e+01 5.08500633e+01 7.16902695e+01 2.14038242e+04 8.48172852e+03 1.60000800e+07 7.30899170e+03 4.95979279e+02
44 26 24 2.31366482e+01 5.08500633e+01 6.20309181e+01 1.97545762e+04 8.05111182e+03 1.74463920e+07 6.16487793e+03 2.91498462e+03
44 26 26 2.31366482e+01 5.08500633e+01 5.08500633e+01 1.84354062e+04 7.55266553e+03 1.91263680e+07 5.27988135e+03 2.74525848e+02
44 28 16 2.31366482e+01 4.90490913e+01 1.04202759e+02 2.66726934e+04 9.85085742e+03 5.99060600e+06 1.10560146e+04 9.36066833e+02
44 28 18 2.31366482e+01 4.90490913e+01 8.87933197e+01 2.53561016e+04 9.16390039e+03 1.37197260e+07 1.12873193e+04 3.87166772e+03
44 28 20 2.31366482e+01 4.90490913e+01 7.83916702e+01 2.33262207e+04 8.70019141e+03 1.56242880e+07 8.73210156e+03 2.19921069e+03
44 28 22 2.31366482e+01 4.90490913e+01 7.16902695e+01 2.12641328e+04 8.40144043e+03 1.70103600e+07 7.46432520e+03 1.81487048e+03
44 28 24 2.31366482e+01 4.90490913e+01 6.20309181e+01 1.89871816e+04 7.97082373e+03 1.85600880e+07 6.24840186e+03 2.35654443e+03
44 28 26 2.31366482e+01 4.90490913e+01 5.08500633e+01 1.79758926e+04 7.47237793e+03 2.03409600e+07 4.40156689e+03 -6.58130188e+02
44 28 28 2.31366482e+01 4.90490913e+01 4.90490913e+01 1.73931895e+04 7.39208984e+03 2.16310320e+07 3.27441602e+03 -2.10792749e+03
44 30 14 2.31366482e+01 4.34838142e+01 1.31471008e+02 3.18821094e+04 1.08183818e+04 5.64659000e+06 1.68658711e+04 1.23787129e+04
44 30 16 2.31366482e+01 4.34838142e+01 1.04202759e+02 2.65046152e+04 9.60275586e+03 1.29530940e+07 9.64870801e+03 2.17739648e+03
44 30 18 2.31366482e+01 4.34838142e+01 8.87933197e+01 2.29766895e+04 8.91579785e+03 1.50982800e+07 7.74875488e+03 6.19744141e+02
44 30 20 2.31366482e+01 4.34838142e+01 7.83916702e+01 2.14123340e+04 8.45208984e+03 1.67948880e+07 6.06233398e+03 6.32475525e+02
44 30 22 2.31366482e+01 4.34838142e+01 7.16902695e+01 2.04188125e+04 8.15333887e+03 1.82776560e+07 4.36502393e+03 1.37895386e+03
44 30 24 2.31366482e+01 4.34838142e+01 6.20309181e+01 1.81606582e+04 7.72272217e+03 1.99326240e+07 2.89013525e+03 -1.07987175e+02
44 30 26 2.31366482e+01 4.34838142e+01 5.08500633e+01 1.66049414e+04 7.22427588e+03 2.18547840e+07 1.75955200e+03 1.77972949e+03
44 30 28 2.31366482e+01 4.34838142e+01 4.90490913e+01 1.63986309e+04 7.14398828e+03 2.32431600e+07 1.61174194e+03 8.65575867e+02
44 30 30 2.31366482e+01 4.34838142e+01 4.34838142e+01 1.60584512e+04 6.89588672e+03 2.49619940e+07 2.04894653e+03 -1.61764978e+03
44 32 12 2.31366482e+01 3.97891655e+01 1.56465820e+02 3.42937344e+04 1.17679502e+04 5.23553000e+06 1.69410156e+04 7.17131982e+03
44 32 14 2.31366482e+01 3.97891655e+01 1.31471008e+02 3.00611387e+04 1.06536738e+04 1.22568540e+07 1.31545586e+04 2.69761279e+03
44 32 16 2.31366482e+01 3.97891655e+01 1.04202759e+02 2.48729473e+04 9.43804688e+03 1.42947370e+07 8.92850684e+03 2.35074414e+03
44 32 18 2.31366482e+01 3.97891655e+01 8.87933197e+01 2.15010684e+04 8.75108984e+03 1.62694570e+07 5.84256934e+03 -1.81409009e+03
44 32 20 2.31366482e+01 3.97891655e+01 7.83916702e+01 2.08924297e+04 8.28738086e+03 1.80806160e+07 5.68568506e+03 -2.22881470e+03
44 32 22 2.31366482e+01 3.97891655e+01 7.16902695e+01 1.84551934e+04 7.98863037e+03 1.96843680e+07 3.50715674e+03 3.45155786e+03
44 32 24 2.31366482e+01 3.97891655e+01 6.20309181e+01 1.72733223e+04 7.55801318e+03 2.14710000e+07 3.33628662e+03 1.43434540e+02
44 32 26 2.31366482e+01 3.97891655e+01 5.08500633e+01 1.62540537e+04 7.05956738e+03 2.35355280e+07 1.71973218e+03 -4.74904816e+02
44 32 28 2.31366482e+01 3.97891655e+01 4.90490913e+01 1.57535967e+04 6.97927979e+03 2.50308940e+07 1.82454675e+03 -1.87555640e+03
44 32 30 2.31366482e+01 3.97891655e+01 4.34838142e+01 1.53758389e+04 6.73117773e+03 2.68896240e+07 1.74161621e+03 4.31344223e+01
44 32 32 2.31366482e+01 3.97891655e+01 3.97891655e+01 1.49551748e+04 6.56646924e+03 2.89544900e+07 2.86295703e+03 8.82275024e+02
44 34 10 2.31366482e+01 3.51401558e+01 1.90377258e+02 3.63259453e+04 1.30724785e+04 4.69810200e+06 1.34634785e+04 2.38311475e+03
44 34 12 2.31366482e+01 3.51401558e+01 1.56465820e+02 3.19006191e+04 1.15606963e+04 1.11226140e+07 1.13942510e+04 5.81925195e+03
44 34 14 2.31366482e+01 3.51401558e+01 1.31471008e+02 2.79944531e+04 1.04464199e+04 1.33016150e+07 9.83148340e+03 7.06263672e+02
44 34 16 2.31366482e+01 3.51401558e+01 1.04202759e+02 2.29088691e+04 9.23079297e+03 1.51579430e+07 4.83246045e+03 -3.13321442e+02
44 34 18 2.31366482e+01 3.51401558e+01 8.87933197e+01 2.09850977e+04 8.54383496e+03 1.72390800e+07 6.12746240e+03 -8.67460266e+02
44 34 20 2.31366482e+01 3.51401558e+01 7.83916702e+01 1.93623652e+04 8.08012646e+03 1.91580000e+07 4.85889844e+03 -7.35983032e+02
44 34 22 2.31366482e+01 3.51401558e+01 7.16902695e+01 1.80121738e+04 7.78137598e+03 2.08584240e+07 3.33705005e+03 1.45697119e+03
44 34 24 2.31366482e+01 3.51401558e+01 6.20309181e+01 1.72334668e+04 7.35075928e+03 2.27563920e+07 2.45838721e+03 8.29476624e+02
44 34 26 2.31366482e+01 3.51401558e+01 5.08500633e+01 1.53662451e+04 6.85231299e+03 2.49326420e+07 1.64700049e+03 8.33754883e+02
44 34 28 2.31366482e+01 3.51401558e+01 4.90490913e+01 1.49446562e+04 6.77202539e+03 2.65216560e+07 2.30824707e+03 -7.96252686e+02
44 34 30 2.31366482e+01 3.51401558e+01 4.34838142e+01 1.44726484e+04 6.52392383e+03 2.84971200e+07 1.71928784e+03 -8.04645569e+02
44 34 32 2.31366482e+01 3.51401558e+01 3.97891655e+01 1.36861328e+04 6.35921484e+03 3.06876960e+07 1.09851306e+03 -3.72102112e+02
44 34 34 2.31366482e+01 3.51401558e+01 3.51401558e+01 1.32287666e+04 6.15196094e+03 3.25246820e+07 3.66095367e+02 1.43275476e+03
44 36 8 2.31366482e+01 3.17435570e+01 2.20283844e+02 4.07566211e+04 1.42543018e+04 3.88492175e+06 1.60975020e+04 -1.19522278e+03
44 36 10 2.31366482e+01 3.17435570e+01 1.90377258e+02 3.55437734e+04 1.29210566e+04 9.90327000e+06 1.65913066e+04 6.17907471e+03
44 36 12 2.31366482e+01 3.17435570e+01 1.56465820e+02 2.87159746e+04 1.14092744e+04 1.20148080e+07 7.75664062e+03 2.23662720e+03
44 36 14 2.31366482e+01 3.17435570e+01 1.31471008e+02 2.65806973e+04 1.02949980e+04 1.40417050e+07 7.97264600e+03 1.34182031e+03
44 36 16 2.31366482e+01 3.17435570e+01 1.04202759e+02 2.26985820e+04 9.07937109e+03 1.59918730e+07 3.18583960e+03 -2.37725122e+03
44 36 18 2.31366482e+01 3.17435570e+01 8.87933197e+01 1.95486250e+04 8.39241406e+03 1.81868160e+07 3.48711523e+03 -6.18731628e+02
